"osm_id","geometry","children","adults","elderly","total_pop","age_entropy_index","osm_category","category","subcategory","name"
8373638361,"POINT(123217.25667438487 485423.7381340157)",620,3075,440,4135,0.676467597782386,"amenity","culture","community_centre","Tugelahuis"
8374955244,"POINT(123051.1559737859 488059.1194562254)",0,15,0,15,-0,"amenity","public","bench",NULL
8374955245,"POINT(123052.1509800652 488053.9946833302)",0,15,0,15,-0,"amenity","public","bench",NULL
8374955246,"POINT(123066.77313067853 488051.274108099)",0,15,0,15,-0,"amenity","public","bench",NULL
8374955247,"POINT(123060.73294863677 488050.15601314383)",0,15,0,15,-0,"amenity","public","bench",NULL
8374955248,"POINT(123192.54616205038 488073.52763294516)",20,100,5,125,0.5465830980043144,"amenity","public","bench",NULL
8374955249,"POINT(123186.88776456272 488072.4736837721)",20,100,5,125,0.5465830980043144,"amenity","public","bench",NULL
8374955250,"POINT(123187.59253893881 488102.5782711242)",0,15,0,15,-0,"amenity","public","bench",NULL
8374955251,"POINT(123181.10428455877 488101.6520738868)",0,15,0,15,-0,"amenity","public","bench",NULL
8374955252,"POINT(123062.45387964258 488080.3875322324)",0,15,0,15,-0,"amenity","public","bench",NULL
8374955253,"POINT(123056.29059625475 488079.18122526753)",0,15,0,15,-0,"amenity","public","bench",NULL
8374955254,"POINT(123051.96598437663 488055.9208184721)",0,15,0,15,-0,"amenity","public","bench",NULL
8374955255,"POINT(123063.88197720342 488050.6474643701)",0,15,0,15,-0,"amenity","public","bench",NULL
8374955256,"POINT(123059.42699736514 488079.8285305542)",0,15,0,15,-0,"amenity","public","bench",NULL
8374955257,"POINT(123184.5112143673 488102.0195438961)",0,15,0,15,-0,"amenity","public","bench",NULL
8374955258,"POINT(123189.90696663909 488072.89929144137)",20,100,5,125,0.5465830980043144,"amenity","public","bench",NULL
8381239817,"POINT(120770.65481253015 488170.6372010215)",540,4800,1045,6385,0.655039613730874,"amenity","sustenance","restaurant","Luna"
8384385302,"POINT(125506.69281704635 480408.80144549103)",30,90,15,135,0.77250688571426,"leisure","public","playground",NULL
8385036098,"POINT(127092.83902748243 480768.608016393)",295,1015,100,1410,0.6841242652812287,"leisure","public","playground",NULL
8393845858,"POINT(125293.0515320411 490340.3806504914)",60,450,215,725,0.7852730327930049,"amenity","public","bench",NULL
8393845859,"POINT(125319.83687305123 490393.027224085)",70,440,180,690,0.7915248008807563,"amenity","public","bench",NULL
8396887052,"POINT(121998.27863700697 487365.827042504)",280,3435,715,4430,0.606358103202089,"leisure","public","playground",NULL
8397810997,"POINT(126759.85355573389 480384.3838295002)",130,520,135,785,0.7949567476825958,"leisure","public","playground",NULL
8400903618,"POINT(126958.46919669033 481711.3462408238)",150,710,50,910,0.5918555623319594,"amenity","public","library","oba"
8422241233,"POINT(118622.85662456474 490010.9746674717)",0,40,0,40,-0,"amenity","public","bench",NULL
8422241234,"POINT(118614.70179376635 490010.90130281367)",0,40,0,40,-0,"amenity","public","bench",NULL
8424807464,"POINT(121321.13278073908 490535.3805941558)",0,115,0,115,-0,"shop","food_shop","bakery","BBrood"
8425489290,"POINT(122008.21030183684 491118.99188543763)",735,1500,30,2265,0.6329884827848998,"shop","food_shop","seafood","Viskraam"
8428936609,"POINT(122721.46969922015 489373.5295228246)",535,2175,260,2970,0.6827919487146631,"shop","food_shop","seafood","Vishandel Tuyp"
8429075625,"POINT(120864.12631709588 493531.3449111928)",0,10,0,10,-0,"shop","food_shop","butcher","Ruig"
8430012498,"POINT(127052.10694489173 481369.07339095965)",555,2535,175,3265,0.5957951372061425,"amenity","public","bench",NULL
8430012503,"POINT(126749.15239938092 481485.6331786143)",450,1770,455,2675,0.795924267526465,"amenity","public","bench",NULL
8430012557,"POINT(126721.52287620792 481500.7341969984)",440,1865,460,2765,0.7796026731014545,"amenity","public","bench",NULL
8430012764,"POINT(126580.31152407751 481346.49473713693)",335,1875,490,2700,0.7480967240005902,"amenity","public","bench",NULL
8430012807,"POINT(126643.67835876704 481361.396549043)",150,705,210,1065,0.7912758371147174,"amenity","public","bench",NULL
8430012816,"POINT(126740.56314811957 481382.16031995317)",230,1100,395,1725,0.8129382918693592,"amenity","public","bench",NULL
8430012988,"POINT(126742.98176581739 481497.529412832)",440,1865,460,2765,0.7796026731014545,"amenity","public","bench",NULL
8430037652,"POINT(121025.1979110944 487544.5063900644)",185,2150,375,2710,0.5830753367632244,"shop","food_shop","bakery","Lourens"
8433400071,"POINT(126916.95939926583 482211.2336661836)",25,205,70,300,0.73441479038304,"amenity","public","bench",NULL
8433400072,"POINT(127006.50295102203 482314.7261809019)",75,540,185,800,0.7517035552859656,"amenity","public","bench",NULL
8433400075,"POINT(127108.51457722622 482417.67148287536)",20,80,90,190,0.8693978806749072,"amenity","public","bench",NULL
8433400076,"POINT(127141.48364414611 482418.130867395)",20,80,90,190,0.8693978806749072,"amenity","public","bench",NULL
8438590448,"POINT(126555.64803011183 481482.5147523119)",455,2170,430,3055,0.730516635351263,"amenity","public","bench",NULL
8438590523,"POINT(126658.08788255636 481442.6716715301)",145,765,345,1255,0.8247520166962268,"amenity","public","bench",NULL
8438590778,"POINT(126661.14116317152 481488.82959507813)",495,2135,500,3130,0.7697085773353308,"amenity","public","bench",NULL
8438590779,"POINT(126671.26592881803 481545.8955773547)",495,2135,500,3130,0.7697085773353308,"amenity","public","bench",NULL
8438590780,"POINT(126669.3429848076 481549.42260702554)",550,2365,515,3430,0.7596384320389699,"amenity","public","bench",NULL
8441509147,"POINT(123495.70275688665 485206.896094597)",785,3890,580,5255,0.6825923343891962,"amenity","public","bench",NULL
8441512272,"POINT(123831.89531574491 485421.66729076445)",435,1705,330,2470,0.7560686579542892,"amenity","public","bench",NULL
8441540296,"POINT(122734.3754749666 484668.43714295037)",135,945,140,1220,0.6279514336677285,"amenity","public","bench",NULL
8445104649,"POINT(128027.85726073434 481483.9872443671)",60,210,55,325,0.814416533643313,"amenity","public","bench",NULL
8463751601,"POINT(122467.79276268196 489095.85671103443)",455,2135,235,2825,0.6486294037601039,"shop","stationery_shop","books","Boekhandel over het Water"
8481913160,"POINT(118169.91827896787 486083.6238187543)",110,1030,135,1275,0.5657375379278822,"amenity","public","bench",NULL
8482168109,"POINT(119892.12175046378 487182.2244594842)",495,3735,645,4875,0.6407553654986822,"shop","diy_shop","florist","Flowers & Powers"
8482181571,"POINT(115240.89037407002 488081.1114595266)",990,3035,340,4365,0.717263681043797,"shop","general_shop","supermarket","Toko Makassar"
8483795574,"POINT(129042.18461209821 484729.75043164054)",550,1355,40,1945,0.627035002314778,"amenity","public","bench",NULL
8483795575,"POINT(129045.03433749883 484732.6506342474)",550,1355,40,1945,0.627035002314778,"amenity","public","bench",NULL
8483795576,"POINT(129058.940256592 484753.26199501636)",550,1355,40,1945,0.627035002314778,"amenity","public","bench",NULL
8483795577,"POINT(129061.14762537961 484755.8095283446)",820,2100,105,3025,0.6588976117575229,"amenity","public","bench",NULL
8483805447,"POINT(129074.19175541648 484797.88873998984)",900,2435,125,3460,0.6530897059305576,"amenity","public","bench",NULL
8483805448,"POINT(129175.03121602077 484690.7672936403)",950,2245,90,3285,0.6530915995745923,"amenity","public","bench",NULL
8483805449,"POINT(129178.94639518368 484687.6424937884)",975,2300,90,3365,0.6516106641846442,"amenity","public","bench",NULL
8483805450,"POINT(129237.4936677253 484647.8706064783)",1020,2350,90,3460,0.6533280778874392,"amenity","public","bench",NULL
8483805451,"POINT(129240.6759535307 484645.3060105953)",1020,2350,90,3460,0.6533280778874392,"amenity","public","bench",NULL
8483805452,"POINT(129226.60528521962 484610.00785197323)",1025,2270,85,3380,0.6570267226998001,"amenity","public","bench",NULL
8483805453,"POINT(129144.83289431056 484595.75919114327)",1065,2290,85,3440,0.660215530876688,"amenity","public","bench",NULL
8483805454,"POINT(128973.0653541119 484791.54434017744)",415,1010,25,1450,0.6189138124018493,"amenity","public","bench",NULL
8483805455,"POINT(129011.75582925195 484833.54394592333)",415,1010,25,1450,0.6189138124018493,"amenity","public","bench",NULL
8483805456,"POINT(129014.6657542037 484831.05852149945)",415,1010,25,1450,0.6189138124018493,"amenity","public","bench",NULL
8483805457,"POINT(129029.33662748655 484701.73434247175)",780,1765,55,2600,0.6423722289251667,"amenity","public","bench",NULL
8483805458,"POINT(129035.25069892475 484696.5071105208)",780,1765,55,2600,0.6423722289251667,"amenity","public","bench",NULL
8483805459,"POINT(129208.28107973337 484670.9884300688)",875,2100,90,3065,0.6558570456615204,"amenity","public","bench",NULL
8483805460,"POINT(129211.19271004101 484668.7924070527)",875,2100,90,3065,0.6558570456615204,"amenity","public","bench",NULL
8483805461,"POINT(129102.08644453489 484773.18590965826)",970,2545,125,3640,0.6539052878587965,"amenity","public","bench",NULL
8483805462,"POINT(129105.36390860542 484770.60959926056)",925,2490,125,3540,0.651944519723308,"amenity","public","bench",NULL
8491174510,"POINT(128872.58611263588 485382.788470754)",395,990,45,1430,0.6542754503389399,"amenity","public","bench",NULL
8491174511,"POINT(128875.5827918878 485380.03546056116)",360,940,45,1345,0.6525003887903591,"amenity","public","bench",NULL
8493632386,"POINT(128259.46479926938 485433.2920008448)",615,1795,115,2525,0.6619948673591828,"amenity","public","bench",NULL
8493632387,"POINT(128262.73843314748 485430.16993622127)",615,1795,115,2525,0.6619948673591828,"amenity","public","bench",NULL
8494657691,"POINT(126262.16235698826 480866.1290592241)",135,380,25,540,0.6700342900209177,"amenity","public","bench",NULL
8494966700,"POINT(128685.15138878269 484450.22479659435)",125,160,0,285,0.6240484801704183,"amenity","public","bench",NULL
8494966701,"POINT(128695.17073096521 484444.32994545175)",125,160,0,285,0.6240484801704183,"amenity","public","bench",NULL
8494966702,"POINT(128813.23726436557 484376.0638011446)",125,160,0,285,0.6240484801704183,"amenity","public","bench",NULL
8497901519,"POINT(126414.24767506903 480732.8853339678)",145,390,25,560,0.6741444356593023,"amenity","public","bench",NULL
8497901520,"POINT(126408.40470008785 480738.97198991716)",145,390,25,560,0.6741444356593023,"amenity","public","bench",NULL
8497901521,"POINT(126426.1687405045 480742.5076916353)",125,330,15,470,0.6467033191413464,"amenity","public","bench",NULL
8498064643,"POINT(126269.55654544139 480219.8755372028)",0,20,10,30,0.5793801642856949,"amenity","public","bench",NULL
8498064644,"POINT(126272.67748239826 480220.6028864729)",0,20,10,30,0.5793801642856949,"amenity","public","bench",NULL
8498064645,"POINT(126274.87042145923 480221.2466157711)",0,20,10,30,0.5793801642856949,"amenity","public","bench",NULL
8498064646,"POINT(126279.40106258991 480222.80027464614)",0,20,10,30,0.5793801642856949,"amenity","public","bench",NULL
8498064647,"POINT(126281.79248194624 480223.56524669245)",0,20,10,30,0.5793801642856949,"amenity","public","bench",NULL
8498064648,"POINT(126284.39511744706 480224.2956135336)",0,20,10,30,0.5793801642856949,"amenity","public","bench",NULL
8498064649,"POINT(126268.67049818543 480215.2742765418)",0,20,10,30,0.5793801642856949,"amenity","public","bench",NULL
8498064650,"POINT(126273.48544161386 480216.4591006178)",0,20,10,30,0.5793801642856949,"amenity","public","bench",NULL
8498064651,"POINT(126275.93856551572 480217.2793443429)",0,20,10,30,0.5793801642856949,"amenity","public","bench",NULL
8498064652,"POINT(126278.19340000831 480218.011728304)",0,20,10,30,0.5793801642856949,"amenity","public","bench",NULL
8498064653,"POINT(126280.3521116907 480218.6334056603)",0,20,10,30,0.5793801642856949,"amenity","public","bench",NULL
8498064654,"POINT(126282.697733436 480219.7324418821)",0,20,10,30,0.5793801642856949,"amenity","public","bench",NULL
8498064655,"POINT(126284.63242726648 480220.53344756586)",0,20,10,30,0.5793801642856949,"amenity","public","bench",NULL
8498064656,"POINT(126287.05261165497 480221.5541667099)",0,20,10,30,0.5793801642856949,"amenity","public","bench",NULL
8498064657,"POINT(126271.03283402976 480215.7278678404)",0,20,10,30,0.5793801642856949,"amenity","public","bench",NULL
8505131657,"POINT(126849.9998985485 481754.96713919233)",55,655,125,835,0.59522763419693,"shop","general_shop","kiosk",NULL
8511986764,"POINT(126715.88118298816 480328.53491354163)",120,440,115,675,0.8078662829749635,"amenity","public","bench",NULL
8511986765,"POINT(126713.26101863688 480327.10344561416)",120,440,115,675,0.8078662829749635,"amenity","public","bench",NULL
8513747644,"POINT(126394.49353184775 480870.98056249344)",170,820,165,1155,0.7311048939400882,"amenity","public","bench",NULL
8513747645,"POINT(126396.46795631725 480869.26676887675)",170,820,165,1155,0.7311048939400882,"amenity","public","bench",NULL
8513747646,"POINT(126391.30130514051 480872.00042775006)",170,820,165,1155,0.7311048939400882,"amenity","public","bench",NULL
8513747647,"POINT(126388.56915273683 480872.39454281837)",170,820,165,1155,0.7311048939400882,"amenity","public","bench",NULL
8516157194,"POINT(120523.34875737238 487014.543949299)",320,2980,665,3965,0.6528463302322339,"shop","beauty_shop","hairdresser","Rob Peetoom"
8523248592,"POINT(127089.32514941691 480974.8035746629)",400,1485,140,2025,0.6667714946583444,"shop","clothes_shop","clothes","Zeeman"
8525730254,"POINT(128597.57058758901 485397.2471169105)",970,2690,125,3785,0.6410437298267602,"amenity","public","bench",NULL
8525730256,"POINT(128646.16612000376 485360.2584503472)",250,640,25,915,0.6397924908529098,"amenity","public","bench",NULL
8525730258,"POINT(128690.13880045112 485382.53320174356)",630,1720,105,2455,0.6673237122889751,"amenity","public","bench",NULL
8525794416,"POINT(128462.30798272658 485417.1211349068)",920,2625,155,3700,0.6576297190969094,"amenity","public","bench",NULL
8528228748,"POINT(118613.25198527565 483852.4774224079)",15,40,5,60,0.75,"amenity","sustenance","restaurant","CINQ Oriental Bistro"
8538683790,"POINT(120590.479142193 486659.54133410647)",185,2450,590,3225,0.6221563637823345,"amenity","sustenance","cafe","Coffeemania Artemis"
8538911128,"POINT(129279.90662819264 484840.9859367038)",585,1535,70,2190,0.6478668661470134,"amenity","public","bench",NULL
8544195891,"POINT(126459.50656694759 480756.4570404846)",105,295,15,415,0.6465796963211724,"amenity","public","bench",NULL
8544195892,"POINT(126453.30777722698 480759.97545303014)",105,295,15,415,0.6465796963211724,"amenity","public","bench",NULL
8544867333,"POINT(126329.8742214344 480898.8375789285)",205,995,190,1390,0.7223837953271294,"amenity","public","bench",NULL
8551507334,"POINT(128261.10381719084 485903.273537136)",410,1465,140,2015,0.6744989113565097,"amenity","public","bench",NULL
8551507335,"POINT(128265.1085364296 485900.6148303796)",410,1465,140,2015,0.6744989113565097,"amenity","public","bench",NULL
8555289483,"POINT(122063.64923127319 487228.04101660487)",205,2005,590,2800,0.6905933423253875,"amenity","culture","community_centre","De Boomspijker"
8569711308,"POINT(124681.52298757897 480502.2378792166)",0,5,0,5,-0,"amenity","public","bench",NULL
8569711309,"POINT(124682.04378651535 480504.87169576186)",0,5,0,5,-0,"amenity","public","bench",NULL
8569711311,"POINT(124697.51543916414 480569.08874252124)",0,5,0,5,-0,"amenity","public","bench",NULL
8569711312,"POINT(124693.25715901198 480550.8115436449)",0,5,0,5,-0,"amenity","public","bench",NULL
8569711313,"POINT(124692.86368583473 480547.80976667954)",0,5,0,5,-0,"amenity","public","bench",NULL
8569711314,"POINT(124688.10067601966 480529.5245398872)",0,5,0,5,-0,"amenity","public","bench",NULL
8569711315,"POINT(124686.93490917419 480524.02400759066)",0,5,0,5,-0,"amenity","public","bench",NULL
8569740565,"POINT(127793.04871678297 480134.9080073669)",10,105,60,175,0.761923203443699,"amenity","public","bench",NULL
8569740566,"POINT(127801.6514423257 480144.07347926573)",10,105,60,175,0.761923203443699,"amenity","public","bench",NULL
8569748043,"POINT(127811.33791520106 480133.28307683737)",10,105,60,175,0.761923203443699,"amenity","public","bench",NULL
8592600951,"POINT(126706.16952949544 481698.66432588926)",430,1850,385,2665,0.7529692236488321,"amenity","sustenance","fast_food","Sab di Hatti"
8592619381,"POINT(126698.39943395073 481694.30267013883)",430,1850,385,2665,0.7529692236488321,"shop","discount_shop","variety_store","Bharat Lachmansing"
8592620264,"POINT(116543.36091518312 488222.414864451)",95,525,45,665,0.5887895131971748,"shop","furniture_shop","interior_decoration","Xenos"
8592628256,"POINT(126690.70024020938 481688.03796962084)",430,1850,385,2665,0.7529692236488321,"shop","clothes_shop","clothes","Oppong Import"
8592640867,"POINT(126717.00261112239 481766.48579735873)",385,1585,195,2165,0.6846883625601307,"shop","beauty_shop","beauty","Afro Beauty Centre"
8592641841,"POINT(126681.07306028236 481746.2964333249)",400,1650,195,2245,0.6789526403803435,"shop","beauty_shop","beauty",NULL
8615110442,"POINT(126536.65292066809 480471.11584989825)",60,145,0,205,0.5502728221925359,"amenity","public","bench",NULL
8615110445,"POINT(126537.31702789482 480473.93818131223)",60,145,0,205,0.5502728221925359,"amenity","public","bench",NULL
8615110446,"POINT(126518.03663192307 480528.14669953455)",60,145,0,205,0.5502728221925359,"amenity","public","bench",NULL
8615110447,"POINT(126513.7959214403 480525.956937552)",60,145,0,205,0.5502728221925359,"amenity","public","bench",NULL
8624568710,"POINT(125726.72181261287 478953.2040427268)",50,530,165,745,0.6894167489656208,"amenity","sustenance","restaurant","Miss Scarlett"
8659087197,"POINT(117788.14644641618 485894.8820241977)",350,1400,290,2040,0.7628954938343854,"amenity","sustenance","restaurant","Lemoene"
8662842563,"POINT(118875.0601606904 488026.07187221723)",1040,5605,590,7235,0.6198642222825873,"amenity","sustenance","restaurant","Noor Alsham"
8662842564,"POINT(118859.49408418582 488051.17685371335)",1040,5605,590,7235,0.6198642222825873,"shop","food_shop","deli","Hartje Bos"
8665909161,"POINT(121507.70717494306 485504.34651137533)",205,2505,270,2980,0.4984967699352463,"shop","other_shop","cannabis","Coffeeshop Roxy"
8679796305,"POINT(119793.33754801462 487001.0375208685)",285,2030,265,2580,0.6060011400710819,"shop","stationery_shop","books","Beeldverhaal"
8680021241,"POINT(126890.6272105162 480748.8800481709)",345,1355,160,1860,0.6865881037404615,"shop","beauty_shop","hairdresser",NULL
8680083955,"POINT(126898.14523923013 480739.8581520209)",345,1355,160,1860,0.6865881037404615,"shop","beauty_shop","hairdresser","Salon de Golden Scissors"
8680101447,"POINT(126897.52343738139 480766.03142924944)",410,1585,185,2180,0.6875337815858905,"shop","beauty_shop","hairdresser","Top people"
8680108628,"POINT(126890.54491507435 480752.39651895815)",345,1355,160,1860,0.6865881037404615,"shop","discount_shop","variety_store","Alpha Afro Shop"
8680110319,"POINT(126893.72343785231 480758.53145394364)",410,1585,185,2180,0.6875337815858905,"shop","general_shop","kiosk","MC Jad Tokosupermarkt"
8688012756,"POINT(115811.99650286109 484188.8083292788)",285,1580,420,2285,0.7519397353970373,"amenity","culture","community_centre","Matrixx"
8710679538,"POINT(119527.11521648445 486797.5308887497)",755,5000,685,6440,0.6245651729449159,"shop","beauty_shop","hairdresser","Kapsalon"
8710679539,"POINT(119515.19290790224 486777.20994229673)",705,4650,640,5995,0.625890710165715,"amenity","sustenance","cafe","Sam's Coffee"
8710679540,"POINT(119510.89669155094 486787.84471823537)",705,4650,640,5995,0.625890710165715,"shop","clothes_shop","clothes","EFFECT(S)"
8710679541,"POINT(119507.91785985442 486796.03324506653)",690,4425,540,5655,0.6124787757748785,"shop","furniture_shop","interior_decoration","Blooming Interior"
8710679542,"POINT(119504.5676727742 486802.7779538361)",690,4425,540,5655,0.6124787757748785,"shop","beauty_shop","beauty","Kim's Nail Salon"
8710679543,"POINT(119502.46979855871 486806.55391627154)",690,4425,540,5655,0.6124787757748785,"amenity","sustenance","fast_food","Jen's Bing - Bubble tea & Taiwanese food,"
8710712423,"POINT(122810.90739872174 487463.0045524893)",20,85,45,150,0.8662775835448752,"amenity","sustenance","cafe","Clubhouse Amsterdam"
8711667099,"POINT(119492.93414356996 486822.6117884363)",690,4425,540,5655,0.6124787757748785,"shop","electronics_shop","electronics","Cetas Satellite"
8711667100,"POINT(119531.75828897543 486835.1619109723)",690,4425,540,5655,0.6124787757748785,"shop","furniture_shop","curtain","Gordijnenhuis Madina"
8712066310,"POINT(119519.43681248584 486725.18366752454)",685,4545,625,5855,0.6248352749907637,"shop","discount_shop","second_hand","A. Mog Tweedehands"
8712066314,"POINT(119465.00317903698 486681.75771099504)",315,2515,250,3080,0.5484259843943413,"shop",NULL,"pottery",NULL
8712066315,"POINT(119362.00956899628 486751.2864442089)",265,1910,225,2400,0.5888894584150268,"shop","other_shop","cannabis","Millenium Coffeeshop"
8712066316,"POINT(119303.64112024601 486751.6192000775)",290,2125,265,2680,0.5947578634747672,"amenity","public","bench",NULL
8712095317,"POINT(119310.28443147674 486748.1997239981)",290,2125,265,2680,0.5947578634747672,"amenity","public","bench",NULL
8712095325,"POINT(119306.96718578305 486750.0485146871)",290,2125,265,2680,0.5947578634747672,"amenity","public","bench",NULL
8724679401,"POINT(119595.72007547854 486628.1772931313)",795,5490,970,7255,0.6574323766921905,"shop","clothes_shop","clothes","Church of Labels"
8724679403,"POINT(119576.25632393942 486625.71325330576)",795,5490,970,7255,0.6574323766921905,"shop","food_shop","bakery","Dunya Firini"
8724679404,"POINT(119581.58847853864 486612.2782685861)",795,5490,970,7255,0.6574323766921905,"shop","clothes_shop","baby_goods","Baby Boem"
8724679405,"POINT(119584.7480930629 486606.4696389072)",785,5415,950,7150,0.6564845183334296,"shop","food_shop","convenience","Tropische Winkel Rustem"
8724679406,"POINT(119585.6571605647 486603.11393639905)",785,5415,950,7150,0.6564845183334296,"shop","food_shop","convenience","Energy Dictator"
8724679407,"POINT(119587.29310826841 486598.5401932096)",890,6615,1100,8605,0.6369883038872736,"shop","food_shop","convenience","Asian-caribbean Market"
8727834770,"POINT(119541.24487532399 486762.958383568)",705,4650,640,5995,0.625890710165715,"shop","food_shop","bakery","Ad Straathof Marktbakkerij"
8727834771,"POINT(119542.89276654646 486757.21621850977)",705,4650,640,5995,0.625890710165715,"shop","diy_shop","florist","Abraham Bloemen & Planten"
8727834772,"POINT(119550.88371184794 486737.5199347623)",800,5205,840,6845,0.6522851408465516,"amenity","sustenance","cafe","Cafe Topido"
8727834775,"POINT(119546.3405321092 486700.51128775126)",800,5205,840,6845,0.6522851408465516,"amenity","sustenance","cafe","Eethuis Warung Switie"
8727834776,"POINT(119565.5689093788 486699.6388428168)",700,4550,725,5975,0.6504678685402722,"shop","clothes_shop","sewing",NULL
8727834777,"POINT(119550.39579026119 486690.445745506)",700,4550,725,5975,0.6504678685402722,"shop","clothes_shop","sewing","Zig Zag"
8727834778,"POINT(119552.54625981441 486685.44547414203)",700,4550,725,5975,0.6504678685402722,"shop","food_shop","butcher","Chicken Paleis"
8727834779,"POINT(119568.9106486666 486690.7467573202)",700,4550,725,5975,0.6504678685402722,"shop","food_shop","convenience","Tropic 2000"
8727834780,"POINT(119571.59301822615 486685.8316912297)",700,4550,725,5975,0.6504678685402722,"amenity","sustenance","restaurant","Himalayan Kitchen"
8727834781,"POINT(119573.79150633761 486680.8755921173)",700,4550,725,5975,0.6504678685402722,"shop","sportsvehicles_shop","bicycle","Ten Kate Bike + Supplies"
8727834782,"POINT(119563.87004990039 486657.4914159241)",700,4550,725,5975,0.6504678685402722,"shop","other_shop","laundry","Wassalon Royal Clean"
8727834783,"POINT(119566.11150696976 486651.878521292)",770,5170,885,6825,0.6566739389608788,"shop","clothes_shop","clothes","2 The Moon and Back"
8727834784,"POINT(119568.15547666038 486645.32126343774)",770,5170,885,6825,0.6566739389608788,"amenity","sustenance","cafe","Cafe Marktzicht"
8728306867,"POINT(119611.32643377871 486790.88452649774)",645,4085,440,5170,0.5966397495270124,"amenity","public","bench",NULL
8728306868,"POINT(119619.00140641487 486790.7404908969)",635,4020,430,5085,0.595734449250074,"amenity","public","bench",NULL
8728306869,"POINT(119616.94727864981 486784.47967321356)",635,4020,430,5085,0.595734449250074,"amenity","public","bench",NULL
8728306870,"POINT(119611.73703940253 486784.5058986528)",635,4020,430,5085,0.595734449250074,"amenity","public","bench",NULL
8728306871,"POINT(119633.8342034453 486821.8895065745)",745,5080,545,6370,0.5841838509828796,"amenity","public","bench",NULL
8728306872,"POINT(119631.86485541842 486827.45591499016)",745,5080,545,6370,0.5841838509828796,"amenity","public","bench",NULL
8728306873,"POINT(119638.77680561872 486823.4897413284)",745,5080,545,6370,0.5841838509828796,"amenity","public","bench",NULL
8728306874,"POINT(119635.35006307779 486829.07771637343)",745,5080,545,6370,0.5841838509828796,"amenity","public","bench",NULL
8728306875,"POINT(119596.95711986574 486825.3361525847)",660,4255,465,5380,0.5958038947806705,"amenity","public","bench",NULL
8728306876,"POINT(119599.63780786212 486829.6897774918)",660,4255,465,5380,0.5958038947806705,"amenity","public","bench",NULL
8728306877,"POINT(119596.45217397255 486830.90319902124)",660,4255,465,5380,0.5958038947806705,"amenity","public","bench",NULL
8728306878,"POINT(119594.31569394749 486826.456657302)",660,4255,465,5380,0.5958038947806705,"amenity","public","bench",NULL
8730863076,"POINT(119438.74017643559 486572.20274415927)",595,4175,735,5505,0.65449651891361,"shop","stationery_shop","books","Sterre der Zee"
8730863078,"POINT(119458.94220043607 486574.04895168997)",595,4175,735,5505,0.65449651891361,"amenity","sustenance","fast_food","Pizzalicious"
8730863079,"POINT(119521.28112556714 486624.5280732289)",395,2725,545,3665,0.6770742362087716,"shop","food_shop","butcher",NULL
8734925796,"POINT(123241.23489363464 486920.5563934514)",90,750,130,970,0.6269952402190115,"amenity","sustenance","pub","Café de Oude Werf"
8736208907,"POINT(119656.73650281767 486850.0099096349)",715,4880,505,6100,0.5789614274120148,"amenity","sustenance","pub","De Kwaker"
8736208909,"POINT(119617.5089449976 486850.48011283076)",640,4120,435,5195,0.59120707088907,"shop","clothes_shop","tailor","Kalender Kleermaker"
8736208910,"POINT(119592.12172980362 486851.9751346499)",625,3950,410,4985,0.5918292327598245,"shop","other_shop","pet","Ruco Dierenvoeding"
8736208913,"POINT(119536.79355208759 486816.4771295443)",690,4425,540,5655,0.6124787757748785,"shop","food_shop","ice_cream","Massimo Gelato"
8736261229,"POINT(119580.13276489315 486746.3783419525)",680,4520,600,5800,0.619252627804963,"shop","sportsvehicles_shop","bicycle","Sener Bikes"
8736415288,"POINT(119693.55140209518 486863.59935764514)",625,4135,435,5195,0.5862771403157152,"shop","clothes_shop","tailor",NULL
8736415289,"POINT(119688.19206087316 486861.8128934476)",625,4135,435,5195,0.5862771403157152,"shop","discount_shop","second_hand",NULL
8737015029,"POINT(121734.48922818559 485578.1083727408)",475,4175,445,5095,0.5437045280790948,"amenity","sustenance","fast_food","C & C Asian Market"
8737015030,"POINT(121731.55909419555 485576.9931829077)",475,4175,445,5095,0.5437045280790948,"shop","general_shop","supermarket","C & C Asian Market"
8745641782,"POINT(118889.85879216474 483922.8163659493)",25,185,25,235,0.6053787168423882,"amenity","public","bench",NULL
8745641786,"POINT(118881.11986335847 483966.3304358042)",115,825,160,1100,0.6665315325923429,"amenity","public","bench",NULL
8762765237,"POINT(118772.84358250524 483951.35667053)",25,185,25,235,0.6053787168423882,"amenity","public","bench",NULL
8762777142,"POINT(121261.53874964494 485817.87300447974)",340,2600,425,3365,0.6300826651479817,"amenity","public","bench",NULL
8762793436,"POINT(120820.68182137026 484525.75797436625)",350,1150,215,1715,0.7761103824475976,"amenity","public","bench",NULL
8762793437,"POINT(120828.45723051188 484524.8474095186)",315,1070,185,1570,0.760568879984922,"amenity","public","bench",NULL
8762793438,"POINT(120783.15351223861 484529.2557212219)",285,915,180,1380,0.7863479800451717,"amenity","public","bench",NULL
8768880448,"POINT(126438.76334207493 487392.21934617095)",390,1825,125,2340,0.5907325075904603,"amenity","sustenance","cafe","espressofabriek"
8777006717,"POINT(119520.59993606986 485674.7906671892)",15,175,65,255,0.7040208996542612,"amenity","public","bench",NULL
8784214494,"POINT(125571.15617816983 480974.2278577166)",435,2455,250,3140,0.6077818073842751,"shop",NULL,"yes","Reena's Reizen"
